Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,Grade_num,Average_Views
4167,B+ ,Mundo Web,224,563290,234898910,1,1048655.8482142857
4168,B+ ,Paweł Domagała,9,132645,54254556,1,6028284.0
4169,B+ ,T-Mobile,822,196195,59516757,1,72404.81386861314
4170,B+ ,Hayal Ailesi,106,610870,379846251,1,3583455.1981132077
4171,B+ ,Gossip Adda,2472,391075,240498843,1,97289.17597087378
4172,B+ ,Joga Sport,153,1026691,401990132,1,2627386.4836601308
4173,B+ ,Telemundo Entretenimiento,14680,1229310,541286065,1,36872.3477520436
4174,B+ ,HOTVODyoung,3948,277041,316994913,1,80292.5311550152
4175,B+ ,5FDPVEVO,107,1424204,1019211373,1,9525339.93457944
4176,B+ ,Trilha Sonora Favorita,980,341926,135602583,1,138369.98265306122
4178,B+ ,DavidBisbalVEVO,98,1159378,836343309,1,8534115.397959184
4179,B+ ,Игрушки Зверюшки,21,176315,40576699,1,1932223.761904762
4180,B+ ,SpanisHDReal,155,1098959,289204610,1,1865836.1935483871
4181,B+ ,pingüino,18,194626,51357530,1,2853196.111111111
4182,B+ ,Coppel,203,144394,185471840,1,913654.3842364532
4183,B+ ,Show and Tell Toys,835,600768,635027085,1,760511.4790419162
4184,B+ ,Bonafont Levité,13,5318,21402552,1,1646350.1538461538
4185,B+ ,مزيون قيمز - GamesMzuuoon,631,1457404,265399330,1,420601.15689381934
4188,B+ ,Songs PK,39,500677,130346801,1,3342225.6666666665
4189,B+ ,lozaus1,92,1531645,920454511,1,10004940.336956521
4190,B+ ,XBRAKER VS ARCADE,3568,1011362,549771033,1,154083.80969730942
4191,B+ ,王小君,68,48700,11359488,1,167051.29411764705
4192,B+ ,DAHIYA FILMS,110,770569,242968335,1,2208803.0454545454
4193,B+ ,An Ninh Thế Giới,6147,775473,589905435,1,95966.39580283065
4194,B+ ,Harry Hu,342,85014,115544021,1,337848.01461988303
4195,B+ ,Power Past Impossible,49,3511,54606430,1,1114416.9387755103
4196,B+ ,NPR Music,1435,1868951,468362308,1,326384.8836236934
4197,B+ ,악동 김블루,753,982257,263354350,1,349740.1726427623
4198,B+ ,Düşyeri,571,1586148,1174568015,1,2057036.8038528897
4199,B+ ,Mr.VenkatTV,2719,219749,71044404,1,26128.872379551307
4200,B+ ,PT. NutriSains,85,6106,74837048,1,880435.8588235294
4201,B+ ,Sergey322,496,332655,198438293,1,400077.20362903224
4202,B+ ,FilmSelect Español,396,900880,387543524,1,978645.2626262626
4203,B+ ,圧倒的不審者の極み!,48,1288631,165046156,1,3438461.5833333335
4204,B+ ,Level UP,92,734279,257972852,1,2804052.7391304346
4206,B+ ,Third String Kicker,211,526778,314002396,1,1488163.0142180095
4207,B+ ,Research Tv India,207,2982012,295539024,1,1427724.7536231885
4208,B+ ,HalfpintFilmz - WouldYaLookAtThis,859,481252,178853714,1,208211.54132712458
4209,B+ ,Izzy's Toy Time,760,417453,546091172,1,718541.0157894737
4210,B+ ,Eleven Seven Music,673,628716,456380142,1,678127.9970282319
4211,B+ ,SBS Inkigayo,15197,2169754,1175612603,1,77358.20247417253
4213,B+ ,Thomas Toys,94,2118571,451054518,1,4798452.319148936
4214,B+ ,EarthWindandFireVEVO,192,466893,616730422,1,3212137.6145833335
4215,B+ ,밥티비,162,7549,12639641,1,78022.47530864198
4216,B+ ,اتفرج منوعات 2,141,412635,143254987,1,1015992.8156028369
4217,B+ ,Zee Sarthak,5104,602507,186271408,1,36495.181818181816
4218,B+ ,House Of Jhankar,295,470493,152636933,1,517413.33220338984
4219,B+ ,JucariiPentruTine Jucarii,394,40472,12757906,1,32380.472081218275
4221,B+ ,CoasterForce,2741,608436,389986083,1,142278.76067128786
4222,B+ ,DANWEB,233,198843,73882238,1,317091.1502145923
4223,B+ ,Color Man,530,286277,80213009,1,151345.3
4224,B+ ,Трум Трум СЕЛЕКТ,309,2205086,374284451,1,1211276.5404530745
4225,B+ ,AGUGAI,752,504510,275562500,1,366439.49468085106
4226,B+ ,I'm A Celebrity... Get Me Out Of…,3809,556797,262283864,1,68858.98241008139
4227,B+ ,Vrindavan Channel,25,155009,32901297,1,1316051.88
4228,B+ ,محمد خير جراح Mhd Kheir…,641,486101,240672308,1,375463.8190327613
4229,B+ ,UrbanoVideosTV,418,1927186,456707483,1,1092601.6339712918
4230,B+ ,Robin Schulz,235,2550003,1781228597,1,7579696.157446808
4231,B+ ,قناة الشيخ كشك,3416,3028665,787438630,1,230514.82142857142
4232,B+ ,Cartoon Network Brasil,1137,2459727,470240910,1,413580.3957783641
4233,B+ ,OfficialGucciMane,172,2196209,1043551240,1,6067158.372093023
4234,B+ ,All In One,524,634881,211001126,1,402673.90458015265
4235,B+ ,Zıpır Çocuk TV,188,89375,21985070,1,116941.86170212766
4236,B+ ,S7S,47,796765,55317768,1,1176973.7872340425
4237,B+ ,SCIBHAJAN,692,600035,126016904,1,182105.35260115608
4238,B+ ,Connecting,1575,485648,116342873,1,73868.4907936508
4239,B+ ,Rosanna Pansino,612,10580428,2489858520,1,4068396.274509804
4240,B+ ,MaxINFINITE,5129,1711245,987592904,1,192550.77091050887
4242,B+ ,Shaun the Sheep [BahasaIndonesia],218,858511,500876539,1,2297598.8027522936
4243,B+ ,Garam Chai,6288,467429,238038023,1,37855.919688295166
4244,B+ ,معلومة | M3loma,664,2042363,274055161,1,412733.6762048193
4245,B+ ,CD MLP scratch,270,754350,600664637,1,2224683.8407407408
4246,B+ ,NYN KID,357,756108,152102565,1,426057.60504201683
4248,B+ ,Rovi23,3428,2542338,816442362,1,238168.7170361727
4249,B+ ,Kubz Scouts,1164,2191461,710941574,1,610774.5481099656
4250,B+ ,Tv9 Gujarati,39806,791256,433142229,1,10881.330176355323
4251,B+ ,Little Baby Bum Junior Nursery…,225,677648,468894884,1,2083977.2622222223
4252,B+ ,Will It Slime?,151,1323802,319494671,1,2115858.7483443706
4254,B+ ,ColorsTV Promos,3379,621382,282831607,1,83702.7543651968
4255,B+ ,Liliya Kitto,512,938902,207605415,1,405479.326171875
4256,B+ ,Disco Recording Company - Telangana…,3256,451579,168275435,1,51681.64465601966
4257,B+ ,MARTIN TV GO VEGAN - AMOR Y MÁS,669,39830,12257194,1,18321.665171898356
4258,B+ ,Jaze Cinema,1421,1734164,668145625,1,470193.9655172414
4259,B+ ,Aşk Laftan Anlamaz,891,1299858,915974090,1,1028029.2817059484
4260,B+ ,Oyuncak Şekeri,651,861408,375050153,1,576113.906298003
4261,B+ ,RAJAWALI TELEVISI - LANGIT RTV,1714,619058,236221884,1,137819.06884480748
4262,B+ ,HYPEX,148,406223,67295082,1,454696.5
4263,B+ ,Cam Channel,87,231927,70171553,1,806569.5747126436
4265,B+ ,Rudel,570,96567,143312495,1,251425.4298245614
4266,B+ ,Irmãos Berti,132,3645466,214554593,1,1625413.5833333333
4267,B+ ,NellyVEVO,37,2412648,1825819278,1,49346466.972972974
4268,B+ ,MR Bhojpuriya,134,1123700,142478562,1,1063272.8507462686
4269,B+ ,Wolokoso Mu Uganda,2110,83948,26071780,1,12356.293838862559
4270,B+ ,Die Antwoord,83,2440827,648809297,1,7816979.481927711
4271,B+ ,Little Treehouse India - Hindi Kids…,108,545169,133365510,1,1234865.8333333333
4272,B+ ,Andhika Gemintang,157,1161097,161942267,1,1031479.4076433121
4273,B+ ,Oi,1004,378010,547831643,1,545649.046812749
4274,B+ ,Jani Eremin,40,62613,29740400,1,743510.0
4275,B+ ,華策FUN國際｜HUACE GLOBAL FUN,1305,397952,195378522,1,149715.34252873564
4276,B+ ,Peppa Pig English,413,1565194,615383060,1,1490031.622276029
4277,B+ ,JHANKAR STUDIO,513,340574,84482640,1,164683.50877192983
4278,B+ ,HERMusicVEVO,25,176944,95533649,1,3821345.96
4279,B+ ,FilmiBeat,19030,1734370,778900041,1,40930.11250656858
4280,B+ ,Uncle Corone,502,1003365,835018992,1,1663384.4462151395
4281,B+ ,Toda Meiga,317,2908845,417032049,1,1315558.5141955835
4282,B+ ,McDonald's Brasil,114,337855,216657605,1,1900505.3070175438
4283,B+ ,Trung Ruồi Official,23,634190,126807123,1,5513353.173913044
4285,B+ ,Carolina Ross,190,1357631,382177944,1,2011462.8631578947
4286,B+ ,SorDor Style,195,1294410,185991343,1,953801.758974359
4287,B+ ,MANYACRAFT,2563,1163116,165459402,1,64556.92625829107
4288,B+ ,GEICO Insurance,293,1155382,186262503,1,635708.2013651878
4289,B+ ,DisneyChannelIT,2295,1430452,1095337363,1,477271.18213507626
4290,B+ ,AnavitoriaVEVO,40,1203537,341197194,1,8529929.85
4291,B+ ,MIX TV,246,103478,49046931,1,199377.76829268291
4292,B+ ,TheBrainDit,6060,7712494,2616145057,1,431707.1051155116
4293,B+ ,PEACH EAT LAEK,91,1901081,133729044,1,1469549.934065934
4294,B+ ,Funny Floret,82,336638,85689875,1,1044998.4756097561
4295,B+ ,PUBG TV,232,1285844,246460563,1,1062330.0129310344
4296,B+ ,Round2hell,47,3199452,233499670,1,4968078.085106383
4297,B+ ,Truyện Ma Kinh Dị 2018,426,178470,59930828,1,140682.69483568074
4298,B+ ,RTL2,604,477240,348130387,1,576374.8129139073
4299,B+ ,CILIO,453,1940035,267450664,1,590398.816777042
4300,B+ ,Domingo Espetacular,2456,1729885,408148702,1,166184.32491856677
4301,B+ ,NerdOut!,154,1978183,503637145,1,3270371.0714285714
4302,B+ ,Tarang Cine Productions,288,541876,189848367,1,659195.71875
4303,B+ ,釣りよかでしょう。,1461,1032380,559314261,1,382829.7474332649
4304,B+ ,Maasranga TV Official,516,783456,136192778,1,263939.49224806204
4305,B+ ,VICE,2442,9723676,1852463966,1,758584.7526617526
4306,B+ ,エムキッズチャンネルM…,183,250852,48272739,1,263785.45901639346
4307,B+ ,ROBERT PG,523,2969212,564359701,1,1079081.6462715105
4308,B+ ,Movieclips Coming Soon,22312,2032501,2188931850,1,98105.58667981355
4309,B+ ,MysticGotJokes,487,4254998,1077452252,1,2212427.6221765913
4310,B+ ,MileyCyrusVEVO,51,10847617,3352830806,1,65741780.50980392
4311,B+ ,ColorMonsters Toy,699,465232,280068762,1,400670.6180257511
4312,B+ ,Rels B // Flakk Daniel,87,1229857,392738625,1,4514237.068965517
4313,B+ ,HDBroadcaster .com,373,267466,218563753,1,585961.8042895442
4314,B+ ,Рэп Лирика - Рэп…,984,659909,337127108,1,342608.84959349595
4315,B+ ,tvOneNews,13148,491590,190848806,1,14515.42485549133
4316,B+ ,HiHaHe Nerf War,260,557813,273406816,1,1051564.6769230769
4317,B+ ,Aflamna El7elwa - أفلامنا…,814,545971,165109493,1,202837.21498771498
4318,B+ ,NOWnews,5518,40931,52306718,1,9479.289235230155
4319,B+ ,Телеканал Ю,8933,337839,212286579,1,23764.30975036382
4320,B+ ,Anne,610,714014,499503270,1,818857.8196721311
4321,B+ ,Daftar5,433,1350477,269945369,1,623430.4133949191
4322,B+ ,Palmashow,260,3072715,1236545036,1,4755942.446153847
4323,B+ ,Bollywood Arabic Videos,245,386377,100273824,1,409280.9142857143
4324,B+ ,Peter PlutaX,1390,1860291,776209979,1,558424.4453237411
4325,B+ ,Attessia TV,5403,1035084,474450626,1,87812.44234684434
4326,B+ ,少康戰情室,4367,359222,266795161,1,61093.46485001145
4327,B+ ,Mac Miller,159,1744620,1118463212,1,7034359.823899371
4328,B+ ,ILuvOlitz2,258,38957,40694978,1,157732.47286821707
4329,B+ ,cute kiddy,91,935162,234207403,1,2573707.7252747254
4331,B+ ,Kurtlar Vadisi,473,307650,522829103,1,1105346.9408033828
4332,B+ ,Yuki Music,1563,841673,168398860,1,107740.79334612924
4333,B+ ,Tivibu Spor,2807,354600,203379615,1,72454.44068400428
4335,B+ ,kiiroitori1229,104,351108,87868473,1,844889.1634615385
4336,B+ ,Dr. Vivek Bindra: Motivational…,295,4597616,220684745,1,748083.8813559322
4337,B+ ,Ahmed Hassan Hussein,130,1220134,175906336,1,1353125.6615384615
4338,B+ ,PragerU,448,1663462,463159205,1,1033837.5111607143
4339,B+ ,AshStudio7,513,1419008,406531365,1,792458.8011695907
4340,B+ ,FUNTASTIC TV - Kids Songs and…,298,1896907,1243275274,1,4172064.677852349
4341,B+ ,MeleTOP,3306,621315,399884495,1,120957.19751966122
4342,B+ ,Talking Kitty Cat,157,1458071,454883738,1,2897348.6496815286
4343,B+ ,CaptainSauce,1209,734560,246185449,1,203627.3358147229
4344,B+ ,Julia Silva,1236,3800626,890696929,1,720628.5833333334
4345,B+ ,WhatCulture Wrestling,3118,1587627,1001145641,1,321085.8373957665
4346,B+ ,AlexMax Han,11,300002,11215273,1,1019570.2727272727
4347,B+ ,dontettotv,83,172781,80676715,1,972008.6144578314
4348,B+ ,น้องดาว We Kids Smile,154,246795,54490730,1,353835.9090909091
4349,B+ ,Nossa Novela,569,1204938,258592184,1,454467.8101933216
4350,B+ ,Simon Desue,513,3877580,633318109,1,1234538.22417154
4351,B+ ,Jc Sheik,6528,454522,74167732,1,11361.478553921568
4352,B+ ,BrutalGaming!,355,449720,201130465,1,566564.690140845
4353,B+ ,Os Pequerruchos,110,1220376,725475997,1,6595236.336363636
4354,B+ ,starshipTV,1044,3037987,1564553335,1,1498614.3055555555
4355,B+ ,SamsungChile,492,85773,181721647,1,369352.94105691055
4356,B+ ,GRUPO5,104,411851,251409125,1,2417395.4326923075
4357,B+ ,자동차 & 로봇 장난감 Car &…,3077,996142,824707252,1,268023.156321092
4358,B+ ,ZoZo Show,65,2071956,508266770,1,7819488.769230769
4359,B+ ,Reggaeton FullHD,322,389727,216943304,1,673736.9689440994
4360,B+ ,保育園ぐらんでぃーる,592,90937,47520024,1,80270.31081081081
4361,B+ ,DavidsTV,289,1113649,322758374,1,1116810.9826989619
4362,B+ ,Olsa & Olta,7,160691,53907404,1,7701057.714285715
4363,B+ ,DjSuraj Farrukhabad,169,37205,19948476,1,118038.31952662722
4364,B+ ,まめきゅん [MAMEKYUNN],1358,213735,178216897,1,131234.82842415318
4365,B+ ,Zalfa Aulia Channel,269,591761,174499518,1,648697.092936803
4366,B+ ,Monsta,452,2720496,930703534,1,2059078.6150442478
4367,B+ ,Pebbles Hindi,2088,833466,319125136,1,152837.70881226053
4368,B+ ,Super Kid Hero,12,570694,57949343,1,4829111.916666667
4369,B+ ,Cristiano Araújo,65,2353752,1223199008,1,18818446.276923075
4370,B+ ,Belgas TV,552,1353313,105899909,1,191847.66123188406
4371,B+ ,MTG - Nhân,101,529228,182326632,1,1805214.1782178218
4372,B+ ,HBO,5798,1275042,554763568,1,95681.88478785788
4373,B+ ,PuneetSway,167,1241717,160772863,1,962711.754491018
4374,B+ ,Bo Studio SMF,117,107984,24229250,1,207087.60683760684
4375,B+ ,Roadrunner Records,449,1843864,1645507223,1,3664826.777282851
4376,B+ ,EM - عيسى المرزوق,11,1038932,267177101,1,24288827.363636363
4377,B+ ,Mi Mi Kids,34,564435,152373821,1,4481582.970588235
4379,B+ ,Fique Diva com Niely,487,149627,190623469,1,391423.96098562627
4380,B+ ,Le Monde à L'Envers,104,1771858,233842849,1,2248488.9326923075
4381,B+ ,baby mesk,20,439950,96329712,1,4816485.6
4382,B+ ,Tunes Arabia - تيونز…,235,314383,213794271,1,909762.855319149
4383,B+ ,Veena Music,778,1008997,389129341,1,500166.24807197944
4384,B+ ,WWE Mania,281,481440,158968402,1,565723.8505338079
4385,B+ ,桐崎栄二/きりざきえいじ,237,2359443,636059688,1,2683796.1518987343
4386,B+ ,AbstrachujeTV,210,3214966,937746486,1,4465459.457142857
4387,B+ ,BTNews Hindi,5772,623657,164605890,1,28517.99896049896
4388,B+ ,Redondos Subtitulados,2087,472618,588597918,1,282030.62673694297
4389,B+ ,Los 4,127,211307,105751574,1,832689.5590551181
4390,B+ ,84 TUBE,264,185278,97745560,1,370248.3333333333
4391,B+ ,No: 309,1109,643899,760229916,1,685509.392245266
4392,B+ ,Variety,2321,285459,131193046,1,56524.36277466609
4393,B+ ,Grandpa Kitchen,116,2933547,262239661,1,2260686.7327586208
4394,B+ ,Warner Bros. Pictures…,1596,836973,576357430,1,361126.20927318296
4395,B+ ,Adını Feriha Koydum,194,112344,60635282,1,312553.0
4396,B+ ,বাউলা অন্তর,64,36269,13891145,1,217049.140625
4397,B+ ,Nuke's Top 5,102,837164,202480389,1,1985101.8529411764
4398,B+ ,ditto art,221,922554,306245397,1,1385725.778280543
4399,B+ ,ToyStorys CAF Network,97,133598,29113560,1,300139.793814433
4400,B+ ,TRAMBOLINO COMPILATION,84,100720,39703191,1,472657.03571428574
4401,B+ ,بابلي تولز | Publitools,302,1361298,796856932,1,2638599.1125827814
4402,B+ ,Ozuna - Topic,194,135532,57859774,1,298246.25773195876
4403,B+ ,AUC - ALL URBAN CENTRAL,2708,806217,654481488,1,241684.44903988185
4404,B+ ,Suhana Safar,34,243103,65597110,1,1929326.7647058824
4405,B+ ,Colors Kids,33,1806734,375224093,1,11370427.06060606
4406,B+ ,Active Self Protection,917,1121695,443592524,1,483743.2104689204
4407,B+ ,Hãng Phim Hoạt Hình Việt Nam,589,670509,477313404,1,810379.2937181664
4408,B+ ,soormandir,1164,796234,192988013,1,165797.2620274914
4409,B+ ,Lakme India,431,222445,375440442,1,871091.5127610209
4410,B+ ,Tudubom Records,182,1297856,391537498,1,2151304.9340659343
4411,B+ ,Phim Hài Hay - Phim Hài Việt,465,969585,526972494,1,1133274.1806451613
4412,B+ ,ThaiPBS,42373,1381892,546531799,1,12898.114341679844
4413,B+ ,Headlines India,1353,1526773,243269589,1,179800.1396895787
4415,B+ ,VehliJantaRecords,144,1084471,316419514,1,2197357.736111111
4416,B+ ,91.9 Sarthak FM,805,811217,189625826,1,235560.03229813665
4417,B+ ,Carbon Fiber Music,70,1777878,446604020,1,6380057.428571428
4418,B+ ,Wheel City Heroes - Official…,38,128195,30618973,1,805762.447368421
4419,B+ ,Crown Records,101,1667695,447120859,1,4426939.198019802
4420,B+ ,Thai Fairy Tales,84,934181,323924630,1,3856245.595238095
4421,B+ ,ALPACO,170,811472,448850524,1,2640297.2
4422,B+ ,Toy Candy,196,3291030,2153959075,1,10989587.117346939
4423,B+ ,테스터훈 TesterHoon,1197,962469,311764901,1,260455.22222222222
4424,B+ ,Siwonii Meow,38,185392,91919600,1,2418936.8421052634
4425,B+ ,Maddock Films,10,82067,46823120,1,4682312.0
4426,B+ ,telblog.net,1081,3182436,777921054,1,719630.9472710453
4427,B+ ,MehndiArtistica,1238,1469169,349431711,1,282255.0169628433
4428,B+ ,Miss Gaby,141,2021134,629032106,1,4461220.609929078
4429,B+ ,Dehati Indian Masti,38,407531,47752610,1,1256647.6315789474
4430,B+ ,TV1 Telugu,3952,440463,99698526,1,25227.359817813765
4431,B+ ,La Santa Grifa Official,238,2145019,845116969,1,3550911.6344537814
4432,B+ ,Monthly Winners,111,1146565,504985255,1,4549416.711711711
4434,B+ ,TOYLAND,120,1096770,305134574,1,2542788.1166666667
4435,B+ ,Piuzinho,274,1519133,95950604,1,350184.68613138684
4436,B+ ,Chetak Haryanvi,900,1051645,271288378,1,301431.5311111111
4437,B+ ,Baby Fun Learning,852,1568161,624692978,1,733207.720657277
4438,B+ ,Marlon Huber,379,237216,37254942,1,98298.0
4439,B+ ,DD STAR Record,281,791518,402096123,1,1430947.0569395018
4440,B+ ,재넌,783,1386510,395519732,1,505133.75734355045
4441,B+ ,Mitsubishi Motors Canada,121,4080,34998429,1,289243.2148760331
4442,B+ ,Music World,122,930528,214902917,1,1761499.3196721312
4444,B+ ,Wix Español,124,11587,80572925,1,649781.6532258064
4446,B+ ,Natraj Cassette Barhi,240,257950,89836163,1,374317.3458333333
4447,B+ ,Crime Alert,114,1072946,437781655,1,3840189.956140351
4449,B+ ,RTL Entertainment,8097,269883,580950038,1,71748.80054341114
4450,B+ ,KHB,238,521190,159312670,1,669380.9663865546
4451,B+ ,Siyah Giyen Genç,313,550408,107620134,1,343834.29392971244
4452,B+ ,KarenDaidai MusicChannel,1530,308635,200148956,1,130816.3111111111
4453,B+ ,Fórum Chaves,2237,1400387,763555026,1,341329.91774698254
4454,B+ ,QuizKnock,333,342577,87507827,1,262786.2672672673
4455,B+ ,عباس النوري :…,751,357867,153608750,1,204538.948069241
4456,B+ ,FernandoSorocabaVEVO,37,578497,304388453,1,8226714.945945946
4458,B+ ,WAMIndiaMovies,602,1901575,556385699,1,924228.7358803987
4459,B+ ,PRIVADO 80s,277,346863,240794543,1,869294.3790613718
4460,B+ ,Novelas Teen,254,238850,61723603,1,243006.31102362205
4461,B+ ,WisinYYandelVEVO,33,3021803,2632456864,1,79771420.12121212
4462,B+ ,DOLLAR,157,392723,108162866,1,688935.4522292993
4463,B+ ,コレコレチャンネル…,259,724528,225715840,1,871489.7297297297
4464,B+ ,Trend Central,143,2136088,371155026,1,2595489.6923076925
4466,B+ ,TeroserPlay,3935,2343473,539613126,1,137131.6711562897
4467,B+ ,FunkHitsVEVO,81,1531177,297290037,1,3670247.3703703703
4468,B+ ,UsagersDesLilas,21,124429,70073364,1,3336826.8571428573
4469,B+ ,Glee Scenes,1570,107968,247195957,1,157449.6541401274
4470,B+ ,Ecrin Su Çoban,246,347532,109491745,1,445088.39430894307
4471,B+ ,DatPiff,14407,628138,309081115,1,21453.53751648504
4472,B+ ,Your Face Sounds Familiar,1437,760746,368906972,1,256720.23103688238
4473,B+ ,My Country My Lifestyle,153,319636,106640797,1,696998.6732026144
4474,B+ ,Magneoton,1036,342635,382791328,1,369489.6988416988
4475,B+ ,hyghhopes,1,15325,14842098,1,14842098.0
4476,B+ ,Renault Brasil,148,486167,91019865,1,614999.0878378379
4477,B+ ,VS RECORDS,782,487762,251692655,1,321857.61508951406
4478,B+ ,Enterr10 Music Bhojpuri,182,1097216,406134202,1,2231506.604395604
4479,B+ ,The Evans,3,58445,46311017,1,15437005.666666666
4480,B+ ,HalseyVEVO,99,3186761,1147216205,1,11588042.474747475
4481,B+ ,Skip and Shannon: UNDISPUTED,2114,938377,552418714,1,261314.43424787134
4482,B+ ,Mes Parrains 2016,323,313843,115123728,1,356420.2105263158
4483,B+ ,G Series Bhakti,502,174840,66890590,1,133248.187250996
4484,B+ ,Chicas Cosmo,1769,1924648,392865365,1,222083.3041266252
4485,B+ ,Alice in youtubeland,129,251971,16977496,1,131608.49612403102
4486,B+ ,Nick Eh 30,352,3159213,188789056,1,536332.5454545454
4487,B+ ,HAYZO TV,41,236921,25309856,1,617313.5609756098
4488,B+ ,Свинка Пеппа новые…,5,387640,12105031,1,2421006.2
4490,B+ ,Redmau,536,1747889,800260674,1,1493023.6455223882
4491,B+ ,Baka Prase,658,844064,203849887,1,309802.25987841946
4492,B+ ,三原JAPAN Sanyuan_JAPAN,750,821782,145926053,1,194568.07066666667
4493,B+ ,Official NET News,96996,612068,529640372,1,5460.4351932038435
4494,B+ ,G.S World,559,1711413,144994531,1,259381.98747763864
4495,B+ ,Woolly and Tig Official Channel,242,382170,348627425,1,1440609.194214876
4496,B+ ,Levi's®,556,174464,206128851,1,370735.34352517984
4497,B+ ,شاشة المعرفة,221,967424,128793554,1,582776.2624434389
4498,B+ ,Gup Chup Masthi,1809,192386,122441827,1,67684.81315644002
4500,B+ ,MyMissAnand,88,896058,143644455,1,1632323.3522727273
4501,B+ ,BRUTOS,291,885038,201859935,1,693676.7525773196
4502,B+ ,NoahsNoah,113,1061118,163742781,1,1449051.1592920355
4503,B+ ,LOBODA,307,504299,447030369,1,1456124.980456026
4505,B+ ,La Voz Kids España,314,518162,246512271,1,785070.9267515923
4506,B+ ,Global Health Media Project,700,441833,165912717,1,237018.16714285716
4507,B+ ,SchoolBoy,406,916973,444364482,1,1094493.7980295566
4508,B+ ,TwiinsCuliacanTv,5486,2147573,1566419300,1,285530.3135253372
4509,B+ ,PrankInvasion,56,3560074,453201535,1,8092884.553571428
4510,B+ ,中天電視,56420,766414,853996269,1,15136.41029776675
4511,B+ ,NickJonasVEVO,84,2179850,727144814,1,8656485.88095238
4512,B+ ,Лучшее из Сети,1214,204442,100226391,1,82558.80642504118
4513,B+ ,Gustavo Paródias,147,4716736,432327452,1,2941003.074829932
4514,B+ ,Zombies Gameplay,1675,522717,352699376,1,210566.79164179103
4515,B+ ,The Ohana Adventure,847,1759189,413589622,1,488299.4356552538
4516,B+ ,DilsinhoVEVO,54,930141,412052134,1,7630595.074074074
4517,B+ ,Король ММА,467,235452,195157317,1,417895.75374732335
4518,B+ ,Swissbeatbox,2405,1246052,383377417,1,159408.4893970894
4519,B+ ,People are Awesome,478,2821109,598390543,1,1251863.0606694561
4520,B+ ,P 4 Pakao,258,1768418,383723672,1,1487301.054263566
4521,B+ ,Юлик,1498,1855653,396577745,1,264738.14753004006
4523,B+ ,Baby Joy Joy - Early Learning (Kids…,111,719656,404123531,1,3640752.5315315314
4524,B+ ,Cobalt Music,1508,628032,1093021721,1,724815.4648541114
4525,B+ ,Kch Multimedia Naat,2900,1337000,339315498,1,117005.34413793104
4526,B+ ,PBS KIDS,1623,448155,443151356,1,273044.58163894026
4527,B+ ,Baby Dolls & Little Girls,877,681834,448044630,1,510883.27251995436
4528,B+ ,RioromaVEVO,93,2457940,1458247020,1,15680075.483870968
4529,B+ ,AerosmithVEVO,85,1436586,1463346223,1,17215837.91764706
4530,B+ ,BT Sport,2590,904661,298643928,1,115306.53590733591
4531,B+ ,Владимир Кум,735,364935,162871197,1,221593.46530612244
4532,B+ ,Muca Muriçoca,600,4883397,504819925,1,841366.5416666666
4533,B+ ,iGameplay1337,22803,1273799,1151618614,1,50502.943209226854
4534,B+ ,Tmall AliExpress Russia,41,7143,60464557,1,1474745.2926829269
4537,B+ ,HFM.Productions,243,1371476,544585257,1,2241091.592592593
4538,B+ ,Kids Planet,1186,688440,375611557,1,316704.5168634064
4539,B+ ,Exatlón,1255,969178,253863033,1,202281.30119521913
4540,B+ ,Wylsacom,1691,5995106,1214105642,1,717980.8645771733
4541,B+ ,İşte Benim Stilim,13367,352017,625078392,1,46762.803321612926
4542,B+ ,Insatiable Clips,39,40373,15648648,1,401247.3846153846
4543,B+ ,Raditya Dika,752,4681974,592937491,1,788480.7061170213
4544,B+ ,LuL Gaming,222,963290,234387744,1,1055800.6486486488
4545,B+ ,26Solmates magic,100,1280198,145773569,1,1457735.69
4546,B+ ,The Times of India,76391,739545,344694346,1,4512.237645795971
4548,B+ ,A Plus Entertainment,8369,1008919,433793654,1,51833.39156410563
4549,B+ ,Colors Bangla,18103,483242,276117357,1,15252.574545655416
4550,B+ ,İstanbullu Gelin,1112,710256,703631356,1,632762.0107913669
4551,B+ ,Joko & Klaas,721,828714,413638517,1,573701.133148405
4552,B+ ,Keyblade,270,4465283,1527932609,1,5659009.662962963
4553,B+ ,MagmaMusen,517,2759333,655748514,1,1268372.3675048356
4554,B+ ,TVOKids,1047,63804,24684181,1,23576.104106972303
4555,B+ ,Selena Gomez - Topic,534,296814,32876546,1,61566.56554307116
4556,B+ ,HooplaKidz TV - Funny Cartoons For…,739,2106836,1165566900,1,1577221.7861975643
4557,B+ ,cine qube,1034,78161,23444423,1,22673.52321083172
4558,B+ ,dangmattsmith,413,6556994,929109981,1,2249660.97094431
4559,B+ ,Ярик Лапа,966,3954908,2534504345,1,2623710.5020703934
4560,B+ ,The Jeremy Kyle Show,10696,1363734,1022091568,1,95558.29917726252
4561,B+ ,Magic Pets,117,1042730,148355598,1,1267996.564102564
4562,B+ ,Телеканал ТЕТ,4666,634934,432577978,1,92708.52507501072
4563,B+ ,RD Gameplay,1504,2235470,323127866,1,214845.65558510637
4564,B+ ,Swami Ramdev,3003,1027241,134894318,1,44919.85281385281
4565,B+ ,MaviSlime,421,763262,424773536,1,1008963.2684085511
4566,B+ ,Egyptian Arts Group,1119,621715,262210157,1,234325.4307417337
